Date,Alert Name,Asset,Instance,Job,Group,Severity,Vital,CPU Core,Memory Total,Total Disk Size,Volume,Free,Used
01:October:2025 08:53:11,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,18.67 GB,173.24 GB
01:October:2025 08:54:41,Critical 90% - Disk,CA,10.0.60.8,Karol_Timer_System,Infra-Team,Critical,Disk,8 Core,,232.04 GB,C:,23.20 GB,208.84 GB
01:October:2025 08:55:08,Critical 90% - Disk,CA,172.16.0.109,SMC-Focus,BackOffice,Critical,Disk,8 Core,,156.15 GB,C:,15.62 GB,140.54 GB
01:October:2025 09:01:56,Critical 90% - Memory,CA,172.16.1.137,IDG-SMC-Redis,IDG,Critical,Memory,4 Core,31.61 GB,,,3.16 GB,28.45 GB
01:October:2025 09:03:11,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,17.81 GB,174.10 GB
01:October:2025 09:03:26,Critical 90% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,D:,"97.09GB 
  ServerDetails",90.00%
01:October:2025 09:06:56,Critical 90% - Memory,CA,172.16.1.137,IDG-SMC-Redis,IDG,Critical,Memory,4 Core,31.61 GB,,,3.16 GB,28.45 GB
01:October:2025 09:08:11,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,18.10 GB,173.81 GB
01:October:2025 09:08:41,Critical 90% - Memory,CA,172.16.14.231,MCX,Infra-Team,Critical,Memory,16 Core,32.00 GB,,,2.99 GB,29.01 GB
01:October:2025 09:13:11,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,19.15 GB,172.76 GB
01:October:2025 09:13:56,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,17.46 GB,174.44 GB
01:October:2025 09:14:01,Critical 90% - Disk,CA,172.16.12.100,File,Infra-Team-File,Critical,Disk,N/A,,N/A,E:,"90.56GB 
  ServerDetails",90.00%
01:October:2025 09:18:56,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,19.19 GB,172.72 GB
01:October:2025 09:20:22,Critical 90% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,5.82 TB,F:,596.16 GB,5.24 TB
01:October:2025 09:20:26,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,18.98 GB,172.93 GB
01:October:2025 09:25:26,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,18.98 GB,172.93 GB
01:October:2025 09:32:41,Critical 90% - Memory,CA,172.16.0.52,SMC-Focus,BackOffice,Critical,Memory,16 Core,32.00 GB,,,2.58 GB,29.42 GB
01:October:2025 09:41:14,Critical 90% - Disk,CA,172.16.0.42,SMC-Focus,BackOffice,Critical,Disk,4 Core,,158.58 GB,D:,15.86 GB,142.72 GB
01:October:2025 09:42:41,Critical 90% - Disk,CA,10.0.60.5,Karol_Chief_System,Infra-Team,Critical,Disk,8 Core,,569.12 GB,C:,56.91 GB,512.21 GB
01:October:2025 09:43:41,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,17.52 GB,174.39 GB
01:October:2025 09:47:41,Critical 90% - Disk,CA,10.0.60.5,Karol_Chief_System,Infra-Team,Critical,Disk,8 Core,,569.12 GB,C:,56.91 GB,512.21 GB
01:October:2025 09:48:41,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,18.60 GB,173.31 GB
01:October:2025 09:50:07,Critical 90% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,5.82 TB,F:,596.16 GB,5.24 TB
01:October:2025 09:52:26,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,19.06 GB,172.85 GB
01:October:2025 09:54:41,Critical 90% - Disk,CA,10.0.60.8,Karol_Timer_System,Infra-Team,Critical,Disk,8 Core,,232.04 GB,C:,23.20 GB,208.84 GB
01:October:2025 09:55:08,Critical 90% - Disk,CA,172.16.0.109,SMC-Focus,BackOffice,Critical,Disk,8 Core,,156.15 GB,C:,15.62 GB,140.54 GB
01:October:2025 10:03:26,Critical 90% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,D:,"97.09GB 
  ServerDetails",90.00%
01:October:2025 10:08:41,Critical 90% - Memory,CA,172.16.14.231,MCX,Infra-Team,Critical,Memory,16 Core,32.00 GB,,,3.07 GB,28.93 GB
01:October:2025 10:14:01,Critical 90% - Disk,CA,172.16.12.100,File,Infra-Team-File,Critical,Disk,N/A,,N/A,E:,"90.56GB 
  ServerDetails",90.00%
01:October:2025 10:20:22,Critical 90% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,5.82 TB,F:,596.16 GB,5.24 TB
01:October:2025 10:28:26,Critical 90% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,D:,"97.09GB 
  ServerDetails",90.00%
01:October:2025 10:29:41,Critical 90% - Disk,CA,10.0.60.8,Karol_Timer_System,Infra-Team,Critical,Disk,8 Core,,232.04 GB,C:,23.20 GB,208.84 GB
01:October:2025 10:30:11,Critical 90% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,D:,"97.09GB 
  ServerDetails",90.00%
01:October:2025 10:32:41,Critical 90% - Memory,CA,172.16.0.52,SMC-Focus,BackOffice,Critical,Memory,16 Core,32.00 GB,,,2.44 GB,29.56 GB
01:October:2025 10:33:41,Critical 90% - Memory,CA,172.16.14.231,MCX,Infra-Team,Critical,Memory,16 Core,32.00 GB,,,3.08 GB,28.92 GB
01:October:2025 10:41:14,Critical 90% - Disk,CA,172.16.0.42,SMC-Focus,BackOffice,Critical,Disk,4 Core,,158.58 GB,D:,15.86 GB,142.72 GB
01:October:2025 10:50:07,Critical 90% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,5.82 TB,F:,596.16 GB,5.24 TB
01:October:2025 10:52:26,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,14.47 GB,177.44 GB
01:October:2025 11:00:08,Critical 90% - Disk,CA,172.16.0.109,SMC-Focus,BackOffice,Critical,Disk,8 Core,,156.15 GB,C:,15.62 GB,140.54 GB
01:October:2025 11:14:01,Critical 90% - Disk,CA,172.16.12.100,File,Infra-Team-File,Critical,Disk,N/A,,N/A,E:,"90.56GB 
  ServerDetails",90.00%
01:October:2025 11:20:22,Critical 90% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,5.82 TB,F:,596.16 GB,5.24 TB
01:October:2025 11:30:11,Critical 90% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,D:,"97.09GB 
  ServerDetails",90.00%
01:October:2025 11:32:41,Critical 90% - Memory,CA,172.16.0.52,SMC-Focus,BackOffice,Critical,Memory,16 Core,32.00 GB,,,2.35 GB,29.65 GB
01:October:2025 11:41:14,Critical 90% - Disk,CA,172.16.0.42,SMC-Focus,BackOffice,Critical,Disk,4 Core,,158.58 GB,D:,15.86 GB,142.72 GB
01:October:2025 11:50:07,Critical 90% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,5.82 TB,F:,596.16 GB,5.24 TB
01:October:2025 11:52:26,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,15.26 GB,176.65 GB
01:October:2025 12:00:08,Critical 90% - Disk,CA,172.16.0.109,SMC-Focus,BackOffice,Critical,Disk,8 Core,,156.15 GB,C:,15.62 GB,140.54 GB
01:October:2025 12:02:43,Critical 90% - Memory,CA,192.168.15.54,Dispatcher,Pre-Trade-Team,Critical,Memory,8 Core,15.62 GB,,,1.56 GB,14.06 GB
01:October:2025 12:12:43,Critical 90% - Memory,CA,192.168.15.54,Dispatcher,Pre-Trade-Team,Critical,Memory,8 Core,15.62 GB,,,1.56 GB,14.06 GB
01:October:2025 12:14:01,Critical 90% - Disk,CA,172.16.12.100,File,Infra-Team-File,Critical,Disk,N/A,,N/A,E:,"90.56GB 
  ServerDetails",90.00%
01:October:2025 12:17:43,Critical 90% - Memory,CA,192.168.15.54,Dispatcher,Pre-Trade-Team,Critical,Memory,8 Core,15.62 GB,,,1.56 GB,14.06 GB
01:October:2025 12:20:22,Critical 90% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,5.82 TB,F:,596.16 GB,5.24 TB
01:October:2025 12:27:43,Critical 90% - Memory,CA,192.168.15.54,Dispatcher,Pre-Trade-Team,Critical,Memory,8 Core,15.62 GB,,,1.56 GB,14.06 GB
01:October:2025 12:30:11,Critical 90% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,D:,"94.37GB 
  ServerDetails",90.00%
01:October:2025 12:32:41,Critical 90% - Memory,CA,172.16.0.52,SMC-Focus,BackOffice,Critical,Memory,16 Core,32.00 GB,,,2.43 GB,29.57 GB
01:October:2025 12:41:14,Critical 90% - Disk,CA,172.16.0.42,SMC-Focus,BackOffice,Critical,Disk,4 Core,,158.58 GB,D:,15.86 GB,142.72 GB
01:October:2025 12:42:43,Critical 90% - Memory,CA,192.168.15.54,Dispatcher,Pre-Trade-Team,Critical,Memory,8 Core,15.62 GB,,,1.56 GB,14.06 GB
01:October:2025 12:47:43,Critical 90% - Memory,CA,192.168.15.54,Dispatcher,Pre-Trade-Team,Critical,Memory,8 Core,15.62 GB,,,1.56 GB,14.06 GB
01:October:2025 12:50:07,Critical 90% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,5.82 TB,F:,596.16 GB,5.24 TB
01:October:2025 12:52:26,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,16.08 GB,175.83 GB
01:October:2025 13:00:08,Critical 90% - Disk,CA,172.16.0.109,SMC-Focus,BackOffice,Critical,Disk,8 Core,,156.15 GB,C:,15.62 GB,140.54 GB
01:October:2025 13:13:28,Critical 90% - Memory,CA,192.168.15.54,Dispatcher,Pre-Trade-Team,Critical,Memory,8 Core,15.62 GB,,,1.56 GB,14.06 GB
01:October:2025 13:14:01,Critical 90% - Disk,CA,172.16.12.100,File,Infra-Team-File,Critical,Disk,N/A,,N/A,E:,"90.56GB 
  ServerDetails",90.00%
01:October:2025 13:18:28,Critical 90% - Memory,CA,192.168.15.54,Dispatcher,Pre-Trade-Team,Critical,Memory,8 Core,15.62 GB,,,1.56 GB,14.06 GB
01:October:2025 13:20:22,Critical 90% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,5.82 TB,F:,596.16 GB,5.24 TB
01:October:2025 13:30:11,Critical 90% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,D:,"94.67GB 
  ServerDetails",90.00%
01:October:2025 13:32:41,Critical 90% - Memory,CA,172.16.0.52,SMC-Focus,BackOffice,Critical,Memory,16 Core,32.00 GB,,,2.38 GB,29.62 GB
01:October:2025 13:37:43,Critical 90% - Memory,CA,192.168.15.54,Dispatcher,Pre-Trade-Team,Critical,Memory,8 Core,15.62 GB,,,1.56 GB,14.06 GB
01:October:2025 13:41:14,Critical 90% - Disk,CA,172.16.0.42,SMC-Focus,BackOffice,Critical,Disk,4 Core,,158.58 GB,D:,15.86 GB,142.72 GB
01:October:2025 13:47:43,Critical 90% - Memory,CA,192.168.15.54,Dispatcher,Pre-Trade-Team,Critical,Memory,8 Core,15.62 GB,,,1.56 GB,14.06 GB
01:October:2025 13:50:07,Critical 90% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,5.82 TB,F:,596.16 GB,5.24 TB
01:October:2025 13:52:26,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,14.64 GB,177.27 GB
01:October:2025 13:57:43,Critical 90% - Memory,CA,192.168.15.54,Dispatcher,Pre-Trade-Team,Critical,Memory,8 Core,15.62 GB,,,1.56 GB,14.06 GB
01:October:2025 14:00:08,Critical 90% - Disk,CA,172.16.0.109,SMC-Focus,BackOffice,Critical,Disk,8 Core,,156.15 GB,C:,15.62 GB,140.54 GB
01:October:2025 14:02:43,Critical 90% - Memory,CA,192.168.15.54,Dispatcher,Pre-Trade-Team,Critical,Memory,8 Core,15.62 GB,,,1.56 GB,14.06 GB
01:October:2025 14:14:01,Critical 90% - Disk,CA,172.16.12.100,File,Infra-Team-File,Critical,Disk,N/A,,N/A,E:,"90.56GB 
  ServerDetails",90.00%
01:October:2025 14:17:43,Critical 90% - Memory,CA,192.168.15.54,Dispatcher,Pre-Trade-Team,Critical,Memory,8 Core,15.62 GB,,,1.56 GB,14.06 GB
01:October:2025 14:20:22,Critical 90% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,5.82 TB,F:,596.16 GB,5.24 TB
