Date,Alert Name,Asset,Instance,Job,Group,Severity,Vital,CPU Core,Memory Total,Total Disk Size,Volume,Free,Used
02:December:2025 21:39:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,S:,1.46 TB,1.46 TB
02:December:2025 21:41:49,Critical 50% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,C:,"70.85GB
Server Details",50.00%
02:December:2025 21:41:49,Critical 50% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,E:,"91.42GB
Server Details",50.00%
02:December:2025 21:43:56,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,18.10 GB,173.81 GB
02:December:2025 21:44:59,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,M:,1.46 TB,1.46 TB
02:December:2025 21:48:56,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,18.08 GB,173.83 GB
02:December:2025 21:49:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,199.50 GB,C:,99.75 GB,99.75 GB
02:December:2025 21:49:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,R:,1.46 TB,1.46 TB
02:December:2025 21:49:59,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,Q:,1.46 TB,1.46 TB
02:December:2025 21:54:59,Critical 50% - Disk,CA,172.16.0.116,PMLA,DBA-Team,Critical,Disk,40 Core,,1.75 TB,E:,893.87 GB,893.87 GB
02:December:2025 21:54:59,Critical 50% - Disk,CA,172.16.0.105,Optimum-Ventura,DBA-Team,Critical,Disk,40 Core,,192.81 GB,C:,96.40 GB,96.40 GB
02:December:2025 21:59:56,Critical 90% - Disk,CA,172.16.0.109,SMC-Focus,BackOffice,Critical,Disk,8 Core,,156.15 GB,C:,15.62 GB,140.54 GB
02:December:2025 21:59:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,Q:,1.46 TB,1.46 TB
02:December:2025 21:59:59,Critical 50% - Disk,CA,172.16.0.105,Optimum-Ventura,DBA-Team,Critical,Disk,40 Core,,894.25 GB,F:,447.12 GB,447.12 GB
02:December:2025 21:59:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,P:,1.46 TB,1.46 TB
02:December:2025 21:59:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,M:,1.46 TB,1.46 TB
02:December:2025 21:59:59,Critical 50% - Disk,CA,172.16.0.105,Optimum-Ventura,DBA-Team,Critical,Disk,40 Core,,700.39 GB,D:,350.19 GB,350.19 GB
02:December:2025 22:02:41,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,16.64 GB,175.27 GB
02:December:2025 22:12:41,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,18.62 GB,173.29 GB
02:December:2025 22:18:33,Critical 50% - Disk,CA,172.16.0.189,Fund-Allocation_Backup,BackOffice,Critical,Disk,8 Core,,149.98 GB,D:,74.99 GB,74.99 GB
02:December:2025 22:18:41,Critical 90% - CPU,CA,172.16.0.79,SMC-Portfolio-MarketMojoDB,BackOffice,Critical,CPU,40 Core,,,,0.63%,99.37%
02:December:2025 22:19:34,Critical 90% - Disk,CA,172.16.1.147,mailsign,DBA-Team,Critical,Disk,16 Core,,1.76 TB,D:,180.00 GB,1.58 TB
02:December:2025 22:23:26,Critical 90% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,E:,"91.42GB 
  ServerDetails",90.00%
02:December:2025 22:24:44,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,R:,1.46 TB,1.46 TB
02:December:2025 22:24:44,Critical 50% - Disk,CA,172.16.0.166,Smc,DBA-Team,Critical,Disk,16 Core,,2.00 TB,H:,1.00 TB,1.00 TB
02:December:2025 22:24:47,Critical 50% - Disk,CA,192.168.15.125,alertmanager,Pre-Trade-Team,Critical,Disk,16 Core,,88.03 GB,/,44.01 GB,44.01 GB
02:December:2025 22:24:48,Critical 50% - Disk,CA,172.16.0.170,SMC,BackOffice,Critical,Disk,12 Core,,112.37 GB,C:,56.19 GB,56.19 GB
02:December:2025 22:24:48,Critical 50% - Disk,CA,172.16.0.204,SMC-Backofice-Class-APP-Live,BackOffice,Critical,Disk,24 Core,,292.97 GB,D:,146.48 GB,146.48 GB
02:December:2025 22:24:53,Critical 50% - Disk,CA,172.16.1.122,SMC,Middleware,Critical,Disk,8 Core,,145.37 GB,/,43.76 GB,101.61 GB
02:December:2025 22:24:54,Critical 50% - Disk,CA,172.16.0.177,SMC,EKYC,Critical,Disk,24 Core,,1.50 TB,D:,767.99 GB,767.99 GB
02:December:2025 22:24:55,Critical 50% - Disk,CA,172.16.1.69,Optimum,Optimum,Critical,Disk,8 Core,,699.98 GB,E:,349.99 GB,349.99 GB
02:December:2025 22:24:59,Critical 50% - Disk,CA,172.16.0.130,Axel,DBA-Team,Critical,Disk,16 Core,,499.98 GB,D:,249.99 GB,249.99 GB
02:December:2025 22:25:00,Critical 90% - Disk,CA,172.16.12.100,File,Infra-Team-File,Critical,Disk,N/A,,N/A,E:,"90.45GB 
  ServerDetails",90.00%
02:December:2025 22:25:03,Critical 50% - Disk,CA,172.16.0.59,SMC,BackOffice,Critical,Disk,N/A,,N/A,C:,"78.22GB
Server Details",50.00%
02:December:2025 22:29:44,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,O:,1.46 TB,1.46 TB
02:December:2025 22:29:48,Critical 50% - Disk,CA,172.16.0.204,SMC-Backofice-Class-APP-Live,BackOffice,Critical,Disk,24 Core,,206.43 GB,C:,103.21 GB,103.21 GB
02:December:2025 22:29:51,Critical 50% - Disk,CA,192.168.1.68,LAMA-DG3,LAMA,Critical,Disk,24 Core,,463.77 GB,/QHlogs,231.88 GB,231.88 GB
02:December:2025 22:29:51,Critical 50% - Disk,CA,192.168.1.68,LAMA-DG3,LAMA,Critical,Disk,24 Core,,463.77 GB,/,231.88 GB,231.88 GB
02:December:2025 22:29:55,Critical 50% - Disk,CA,172.16.1.69,Optimum,Optimum,Critical,Disk,8 Core,,899.98 GB,G:,449.99 GB,449.99 GB
02:December:2025 22:29:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,O:,1.46 TB,1.46 TB
02:December:2025 22:30:49,Critical 50% - Disk,CA,172.16.0.79,SMC-Portfolio-MarketMojoDB,BackOffice,Critical,Disk,40 Core,,1.75 TB,F:,893.94 GB,893.94 GB
02:December:2025 22:32:33,Critical 50% - Disk,CA,172.16.0.79,SMC-Portfolio-MarketMojoDB,BackOffice,Critical,Disk,40 Core,,1.75 TB,F:,893.94 GB,893.94 GB
02:December:2025 22:34:44,Critical 50% - Disk,CA,172.16.0.166,Smc,DBA-Team,Critical,Disk,16 Core,,2.00 TB,E:,1.00 TB,1.00 TB
02:December:2025 22:34:44,Critical 50% - Disk,CA,172.16.0.166,Smc,DBA-Team,Critical,Disk,16 Core,,5.50 TB,F:,2.75 TB,2.75 TB
02:December:2025 22:34:55,Critical 50% - Disk,CA,172.16.1.69,Optimum,Optimum,Critical,Disk,8 Core,,999.98 GB,H:,499.99 GB,499.99 GB
02:December:2025 22:34:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,T:,1.46 TB,1.46 TB
02:December:2025 22:36:49,Critical 50% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,D:,"87.32GB
Server Details",50.00%
02:December:2025 22:39:51,Critical 90% - Disk,CA,172.16.1.144,Middleware,Middleware,Critical,Disk,4 Core,,80.15 GB,/,8.02 GB,72.14 GB
02:December:2025 22:39:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,S:,1.46 TB,1.46 TB
02:December:2025 22:41:49,Critical 50% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,C:,"70.85GB
Server Details",50.00%
02:December:2025 22:43:41,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,17.92 GB,173.98 GB
02:December:2025 22:44:59,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,M:,1.46 TB,1.46 TB
02:December:2025 22:46:04,Critical 95% - CPU,CA,172.16.0.79,SMC-Portfolio-MarketMojoDB,BackOffice,Critical,CPU,40 Core,,,,0.00%,100.00%
02:December:2025 22:46:49,Critical 50% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,E:,"91.42GB
Server Details",50.00%
02:December:2025 22:48:41,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,17.91 GB,174.00 GB
02:December:2025 22:49:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,R:,1.46 TB,1.46 TB
02:December:2025 22:49:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,199.50 GB,C:,99.75 GB,99.75 GB
02:December:2025 22:49:59,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,Q:,1.46 TB,1.46 TB
02:December:2025 22:52:33,Critical 50% - Disk,CA,172.16.0.79,SMC-Portfolio-MarketMojoDB,BackOffice,Critical,Disk,40 Core,,1.75 TB,F:,893.94 GB,893.94 GB
02:December:2025 22:53:18,Critical 50% - Disk,CA,172.16.0.79,SMC-Portfolio-MarketMojoDB,BackOffice,Critical,Disk,40 Core,,1.75 TB,F:,893.94 GB,893.94 GB
02:December:2025 22:54:59,Critical 50% - Disk,CA,172.16.0.105,Optimum-Ventura,DBA-Team,Critical,Disk,40 Core,,192.81 GB,C:,96.40 GB,96.40 GB
02:December:2025 22:54:59,Critical 50% - Disk,CA,172.16.0.116,PMLA,DBA-Team,Critical,Disk,40 Core,,1.75 TB,E:,893.87 GB,893.87 GB
02:December:2025 22:59:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,P:,1.46 TB,1.46 TB
02:December:2025 22:59:59,Critical 50% - Disk,CA,172.16.0.105,Optimum-Ventura,DBA-Team,Critical,Disk,40 Core,,894.25 GB,F:,447.12 GB,447.12 GB
02:December:2025 22:59:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,Q:,1.46 TB,1.46 TB
02:December:2025 23:04:56,Critical 90% - Disk,CA,172.16.0.109,SMC-Focus,BackOffice,Critical,Disk,8 Core,,156.15 GB,C:,15.62 GB,140.54 GB
02:December:2025 23:04:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,M:,1.46 TB,1.46 TB
02:December:2025 23:04:59,Critical 50% - Disk,CA,172.16.0.105,Optimum-Ventura,DBA-Team,Critical,Disk,40 Core,,700.39 GB,D:,350.19 GB,350.19 GB
02:December:2025 23:13:56,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,18.02 GB,173.89 GB
02:December:2025 23:18:33,Critical 50% - Disk,CA,172.16.0.189,Fund-Allocation_Backup,BackOffice,Critical,Disk,8 Core,,149.98 GB,D:,74.99 GB,74.99 GB
02:December:2025 23:18:41,Critical 90% - CPU,CA,172.16.0.79,SMC-Portfolio-MarketMojoDB,BackOffice,Critical,CPU,40 Core,,,,0.00%,100.00%
02:December:2025 23:18:56,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,18.00 GB,173.91 GB
02:December:2025 23:19:34,Critical 90% - Disk,CA,172.16.1.147,mailsign,DBA-Team,Critical,Disk,16 Core,,1.76 TB,D:,180.00 GB,1.58 TB
02:December:2025 23:23:26,Critical 90% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,E:,"91.42GB 
  ServerDetails",90.00%
02:December:2025 23:24:44,Critical 50% - Disk,CA,172.16.0.166,Smc,DBA-Team,Critical,Disk,16 Core,,2.00 TB,H:,1.00 TB,1.00 TB
02:December:2025 23:24:44,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,R:,1.46 TB,1.46 TB
02:December:2025 23:24:47,Critical 50% - Disk,CA,192.168.15.125,alertmanager,Pre-Trade-Team,Critical,Disk,16 Core,,88.03 GB,/,44.01 GB,44.01 GB
02:December:2025 23:24:48,Critical 50% - Disk,CA,172.16.0.170,SMC,BackOffice,Critical,Disk,12 Core,,112.37 GB,C:,56.19 GB,56.19 GB
02:December:2025 23:24:48,Critical 50% - Disk,CA,172.16.0.204,SMC-Backofice-Class-APP-Live,BackOffice,Critical,Disk,24 Core,,292.97 GB,D:,146.48 GB,146.48 GB
02:December:2025 23:24:53,Critical 50% - Disk,CA,172.16.1.122,SMC,Middleware,Critical,Disk,8 Core,,145.37 GB,/,43.76 GB,101.61 GB
02:December:2025 23:24:54,Critical 50% - Disk,CA,172.16.0.177,SMC,EKYC,Critical,Disk,24 Core,,1.50 TB,D:,767.99 GB,767.99 GB
02:December:2025 23:24:56,Critical 50% - Disk,CA,172.16.1.69,Optimum,Optimum,Critical,Disk,8 Core,,699.98 GB,E:,349.99 GB,349.99 GB
02:December:2025 23:24:59,Critical 50% - Disk,CA,172.16.0.130,Axel,DBA-Team,Critical,Disk,16 Core,,499.98 GB,D:,249.99 GB,249.99 GB
02:December:2025 23:25:00,Critical 90% - Disk,CA,172.16.12.100,File,Infra-Team-File,Critical,Disk,N/A,,N/A,E:,"90.45GB 
  ServerDetails",90.00%
02:December:2025 23:25:03,Critical 50% - Disk,CA,172.16.0.59,SMC,BackOffice,Critical,Disk,N/A,,N/A,C:,"78.22GB
Server Details",50.00%
02:December:2025 23:29:44,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,O:,1.46 TB,1.46 TB
02:December:2025 23:29:48,Critical 50% - Disk,CA,172.16.0.204,SMC-Backofice-Class-APP-Live,BackOffice,Critical,Disk,24 Core,,206.43 GB,C:,103.21 GB,103.21 GB
02:December:2025 23:29:51,Critical 50% - Disk,CA,192.168.1.68,LAMA-DG3,LAMA,Critical,Disk,24 Core,,463.77 GB,/QHlogs,231.88 GB,231.88 GB
02:December:2025 23:29:51,Critical 50% - Disk,CA,192.168.1.68,LAMA-DG3,LAMA,Critical,Disk,24 Core,,463.77 GB,/,231.88 GB,231.88 GB
02:December:2025 23:29:55,Critical 50% - Disk,CA,172.16.1.69,Optimum,Optimum,Critical,Disk,8 Core,,899.98 GB,G:,449.99 GB,449.99 GB
02:December:2025 23:29:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,O:,1.46 TB,1.46 TB
02:December:2025 23:34:44,Critical 50% - Disk,CA,172.16.0.166,Smc,DBA-Team,Critical,Disk,16 Core,,2.00 TB,E:,1.00 TB,1.00 TB
02:December:2025 23:34:44,Critical 50% - Disk,CA,172.16.0.166,Smc,DBA-Team,Critical,Disk,16 Core,,5.50 TB,F:,2.75 TB,2.75 TB
02:December:2025 23:34:56,Critical 50% - Disk,CA,172.16.1.69,Optimum,Optimum,Critical,Disk,8 Core,,999.98 GB,H:,499.99 GB,499.99 GB
02:December:2025 23:34:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,T:,1.46 TB,1.46 TB
02:December:2025 23:36:49,Critical 50% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,D:,"87.32GB
Server Details",50.00%
02:December:2025 23:39:51,Critical 90% - Disk,CA,172.16.1.144,Middleware,Middleware,Critical,Disk,4 Core,,80.15 GB,/,8.02 GB,72.14 GB
02:December:2025 23:39:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,S:,1.46 TB,1.46 TB
02:December:2025 23:41:49,Critical 50% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,C:,"70.9GB
Server Details",50.00%
02:December:2025 23:43:56,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,17.94 GB,173.97 GB
02:December:2025 23:44:59,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,M:,1.46 TB,1.46 TB
02:December:2025 23:46:04,Critical 95% - CPU,CA,172.16.0.79,SMC-Portfolio-MarketMojoDB,BackOffice,Critical,CPU,40 Core,,,,0.00%,100.00%
02:December:2025 23:46:49,Critical 50% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,E:,"91.42GB
Server Details",50.00%
02:December:2025 23:48:18,Critical 50% - Disk,CA,172.16.0.79,SMC-Portfolio-MarketMojoDB,BackOffice,Critical,Disk,40 Core,,1.75 TB,F:,893.94 GB,893.94 GB
02:December:2025 23:48:56,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,18.00 GB,173.91 GB
02:December:2025 23:49:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,199.50 GB,C:,99.75 GB,99.75 GB
02:December:2025 23:49:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,R:,1.46 TB,1.46 TB
02:December:2025 23:49:59,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,Q:,1.46 TB,1.46 TB
02:December:2025 23:50:48,Critical 50% - Disk,CA,172.16.0.79,SMC-Portfolio-MarketMojoDB,BackOffice,Critical,Disk,40 Core,,1.75 TB,F:,893.94 GB,893.94 GB
02:December:2025 23:54:59,Critical 50% - Disk,CA,172.16.0.116,PMLA,DBA-Team,Critical,Disk,40 Core,,1.75 TB,E:,893.87 GB,893.87 GB
02:December:2025 23:54:59,Critical 50% - Disk,CA,172.16.0.105,Optimum-Ventura,DBA-Team,Critical,Disk,40 Core,,192.81 GB,C:,96.40 GB,96.40 GB
02:December:2025 23:59:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,P:,1.46 TB,1.46 TB
02:December:2025 23:59:59,Critical 50% - Disk,CA,172.16.0.105,Optimum-Ventura,DBA-Team,Critical,Disk,40 Core,,894.25 GB,F:,447.12 GB,447.12 GB
02:December:2025 23:59:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,Q:,1.46 TB,1.46 TB
03:December:2025 00:03:41,Critical 90% - CPU,CA,172.16.0.79,SMC-Portfolio-MarketMojoDB,BackOffice,Critical,CPU,40 Core,,,,0.00%,100.00%
03:December:2025 00:04:59,Critical 50% - Disk,CA,172.16.0.105,Optimum-Ventura,DBA-Team,Critical,Disk,40 Core,,700.39 GB,D:,350.19 GB,350.19 GB
03:December:2025 00:04:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,M:,1.46 TB,1.46 TB
03:December:2025 00:08:41,Critical 90% - CPU,CA,172.16.0.79,SMC-Portfolio-MarketMojoDB,BackOffice,Critical,CPU,40 Core,,,,0.31%,99.69%
03:December:2025 00:09:56,Critical 90% - Disk,CA,172.16.0.109,SMC-Focus,BackOffice,Critical,Disk,8 Core,,156.15 GB,C:,15.62 GB,140.54 GB
03:December:2025 00:11:04,Critical 95% - CPU,CA,172.16.0.79,SMC-Portfolio-MarketMojoDB,BackOffice,Critical,CPU,40 Core,,,,4.98%,95.02%
03:December:2025 00:13:56,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,17.81 GB,174.10 GB
03:December:2025 00:18:33,Critical 50% - Disk,CA,172.16.0.189,Fund-Allocation_Backup,BackOffice,Critical,Disk,8 Core,,149.98 GB,D:,74.99 GB,74.99 GB
03:December:2025 00:18:56,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,19.06 GB,172.85 GB
03:December:2025 00:19:34,Critical 90% - Disk,CA,172.16.1.147,mailsign,DBA-Team,Critical,Disk,16 Core,,1.76 TB,D:,180.00 GB,1.58 TB
03:December:2025 00:23:26,Critical 90% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,E:,"91.42GB 
  ServerDetails",90.00%
03:December:2025 00:24:44,Critical 50% - Disk,CA,172.16.0.166,Smc,DBA-Team,Critical,Disk,16 Core,,2.00 TB,H:,1.00 TB,1.00 TB
03:December:2025 00:24:44,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,R:,1.46 TB,1.46 TB
03:December:2025 00:24:47,Critical 50% - Disk,CA,192.168.15.125,alertmanager,Pre-Trade-Team,Critical,Disk,16 Core,,88.03 GB,/,44.01 GB,44.01 GB
03:December:2025 00:24:53,Critical 50% - Disk,CA,172.16.1.122,SMC,Middleware,Critical,Disk,8 Core,,145.37 GB,/,43.76 GB,101.61 GB
03:December:2025 00:24:54,Critical 50% - Disk,CA,172.16.0.177,SMC,EKYC,Critical,Disk,24 Core,,1.50 TB,D:,767.99 GB,767.99 GB
03:December:2025 00:24:56,Critical 50% - Disk,CA,172.16.1.69,Optimum,Optimum,Critical,Disk,8 Core,,699.98 GB,E:,349.99 GB,349.99 GB
03:December:2025 00:24:59,Critical 50% - Disk,CA,172.16.0.130,Axel,DBA-Team,Critical,Disk,16 Core,,499.98 GB,D:,249.99 GB,249.99 GB
03:December:2025 00:25:00,Critical 90% - Disk,CA,172.16.12.100,File,Infra-Team-File,Critical,Disk,N/A,,N/A,E:,"90.45GB 
  ServerDetails",90.00%
03:December:2025 00:25:03,Critical 50% - Disk,CA,172.16.0.59,SMC,BackOffice,Critical,Disk,N/A,,N/A,C:,"78.23GB
Server Details",50.00%
03:December:2025 00:29:44,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,O:,1.46 TB,1.46 TB
03:December:2025 00:29:48,Critical 50% - Disk,CA,172.16.0.204,SMC-Backofice-Class-APP-Live,BackOffice,Critical,Disk,24 Core,,292.97 GB,D:,146.48 GB,146.48 GB
03:December:2025 00:29:48,Critical 50% - Disk,CA,172.16.0.204,SMC-Backofice-Class-APP-Live,BackOffice,Critical,Disk,24 Core,,206.43 GB,C:,103.21 GB,103.21 GB
03:December:2025 00:29:48,Critical 50% - Disk,CA,172.16.0.170,SMC,BackOffice,Critical,Disk,12 Core,,112.37 GB,C:,56.19 GB,56.19 GB
03:December:2025 00:29:51,Critical 50% - Disk,CA,192.168.1.68,LAMA-DG3,LAMA,Critical,Disk,24 Core,,463.77 GB,/QHlogs,231.88 GB,231.88 GB
03:December:2025 00:29:51,Critical 50% - Disk,CA,192.168.1.68,LAMA-DG3,LAMA,Critical,Disk,24 Core,,463.77 GB,/,231.88 GB,231.88 GB
03:December:2025 00:29:55,Critical 50% - Disk,CA,172.16.1.69,Optimum,Optimum,Critical,Disk,8 Core,,899.98 GB,G:,449.99 GB,449.99 GB
03:December:2025 00:29:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,O:,1.46 TB,1.46 TB
03:December:2025 00:32:34,Critical 95% - CPU,CA,172.16.0.79,SMC-Portfolio-MarketMojoDB,BackOffice,Critical,CPU,40 Core,,,,0.00%,100.00%
03:December:2025 00:34:44,Critical 50% - Disk,CA,172.16.0.166,Smc,DBA-Team,Critical,Disk,16 Core,,2.00 TB,E:,1.00 TB,1.00 TB
03:December:2025 00:34:44,Critical 50% - Disk,CA,172.16.0.166,Smc,DBA-Team,Critical,Disk,16 Core,,5.50 TB,F:,2.75 TB,2.75 TB
03:December:2025 00:34:56,Critical 50% - Disk,CA,172.16.1.69,Optimum,Optimum,Critical,Disk,8 Core,,999.98 GB,H:,499.99 GB,499.99 GB
03:December:2025 00:34:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,T:,1.46 TB,1.46 TB
03:December:2025 00:36:49,Critical 50% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,D:,"87.32GB
Server Details",50.00%
03:December:2025 00:39:51,Critical 90% - Disk,CA,172.16.1.144,Middleware,Middleware,Critical,Disk,4 Core,,80.15 GB,/,8.02 GB,72.14 GB
03:December:2025 00:39:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,S:,1.46 TB,1.46 TB
03:December:2025 00:41:49,Critical 50% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,C:,"70.85GB
Server Details",50.00%
03:December:2025 00:43:56,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,17.81 GB,174.10 GB
03:December:2025 00:44:59,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,M:,1.46 TB,1.46 TB
03:December:2025 00:46:49,Critical 50% - Disk,CA,172.16.0.251,Komal_System,Infra-Team,Critical,Disk,N/A,,N/A,E:,"91.42GB
Server Details",50.00%
03:December:2025 00:48:56,Critical 90% - Memory,CA,172.16.0.50,SMC-Focus,BackOffice,Critical,Memory,24 Core,191.91 GB,,,19.06 GB,172.85 GB
03:December:2025 00:49:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,R:,1.46 TB,1.46 TB
03:December:2025 00:49:59,Critical 50% - Disk,CA,172.16.0.95,Class,DBA-Team,Critical,Disk,64 Core,,199.50 GB,C:,99.75 GB,99.75 GB
03:December:2025 00:49:59,Critical 50% - Disk,CA,172.16.0.94,Class,DBA-Team,Critical,Disk,64 Core,,2.91 TB,Q:,1.46 TB,1.46 TB
03:December:2025 00:50:48,Critical 50% - Disk,CA,172.16.0.79,SMC-Portfolio-MarketMojoDB,BackOffice,Critical,Disk,40 Core,,1.75 TB,F:,893.94 GB,893.94 GB
03:December:2025 00:52:33,Critical 50% - Disk,CA,172.16.0.79,SMC-Portfolio-MarketMojoDB,BackOffice,Critical,Disk,40 Core,,1.75 TB,F:,893.94 GB,893.94 GB
03:December:2025 00:54:59,Critical 50% - Disk,CA,172.16.0.105,Optimum-Ventura,DBA-Team,Critical,Disk,40 Core,,192.81 GB,C:,96.40 GB,96.40 GB
03:December:2025 00:54:59,Critical 50% - Disk,CA,172.16.0.116,PMLA,DBA-Team,Critical,Disk,40 Core,,1.75 TB,E:,893.87 GB,893.87 GB
