Date,Alert Name,Asset,Instance,Job,Group,Severity,Vital,CPU Core,Memory Total,Total Disk Size,Volume,Free,Used,Summary,Description
13:July:2026 17:05:08,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Warning 60%,Memory,36 Core,64.00 GB,199.40 GB,N/A,25.09 GB,38.91 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 60%
Used = 60.8%
ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
13:July:2026 17:46:06,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 50%,Disk,24 Core,94.24 GB,449.86 GB,/home,192.31 GB,257.54 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk usage is above 50%
Used = 57.25%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
13:July:2026 18:00:06,WindowsServerDiskSpaceUsage,CA,192.168.1.174,Stoxkart-RupeeSeed,LAMA,Critical 50%,Disk,16 Core,16.00 GB,199.98 GB,E:,70.95 GB,129.03 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.174, Drive: E:","Disk usage is above 50%
Used = 64.52%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.174 job:Stoxkart-RupeeSeed volume:E:]"
13:July:2026 18:00:08,WindowsServerDiskSpaceUsage,CA,192.168.1.174,Stoxkart-RupeeSeed,LAMA,Warning 60%,Disk,16 Core,16.00 GB,199.98 GB,E:,79.99 GB,119.99 GB,"Windows Server disk Space Usage 60% - Group: LAMA, Instance: 192.168.1.174, Drive: E:","Disk usage is more than 60%
  Free Space = 64.52GB 
  ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.174 job:Stoxkart-RupeeSeed volume:E:]"
13:July:2026 18:01:06,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 50%,Disk,24 Core,94.24 GB,449.86 GB,/home,224.48 GB,225.38 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk usage is above 50%
Used = 50.1%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
13:July:2026 18:05:08,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Warning 60%,Memory,36 Core,64.00 GB,199.40 GB,N/A,25.26 GB,38.74 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 60%
Used = 60.53%
ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
13:July:2026 18:05:23,WindowsServerDiskSpaceUsage,CA,192.168.1.174,Stoxkart-RupeeSeed,LAMA,Critical 65%,Disk,16 Core,16.00 GB,199.98 GB,E:,69.99 GB,129.99 GB,"Windows Server disk Space Usage 65% - Group: LAMA, Instance: 192.168.1.174, Drive: E:","Disk usage is more than 65%
  Free Space = 66.08GB 
  ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.174 job:Stoxkart-RupeeSeed volume:E:]"
13:July:2026 18:20:06,WindowsServerDiskSpaceUsage,CA,192.168.1.174,Stoxkart-RupeeSeed,LAMA,Critical 50%,Disk,16 Core,16.00 GB,199.98 GB,E:,67.83 GB,132.15 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.174, Drive: E:","Disk usage is above 50%
Used = 66.08%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.174 job:Stoxkart-RupeeSeed volume:E:]"
13:July:2026 18:20:08,WindowsServerDiskSpaceUsage,CA,192.168.1.174,Stoxkart-RupeeSeed,LAMA,Warning 60%,Disk,16 Core,16.00 GB,199.98 GB,E:,79.99 GB,119.99 GB,"Windows Server disk Space Usage 60% - Group: LAMA, Instance: 192.168.1.174, Drive: E:","Disk usage is more than 60%
  Free Space = 66.08GB 
  ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.174 job:Stoxkart-RupeeSeed volume:E:]"
13:July:2026 18:20:23,WindowsServerDiskSpaceUsage,CA,192.168.1.174,Stoxkart-RupeeSeed,LAMA,Critical 65%,Disk,16 Core,16.00 GB,199.98 GB,E:,69.99 GB,129.99 GB,"Windows Server disk Space Usage 65% - Group: LAMA, Instance: 192.168.1.174, Drive: E:","Disk usage is more than 65%
  Free Space = 66.08GB 
  ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.174 job:Stoxkart-RupeeSeed volume:E:]"
13:July:2026 19:05:08,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Warning 60%,Memory,36 Core,64.00 GB,199.40 GB,N/A,25.13 GB,38.87 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 60%
Used = 60.73%
ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
13:July:2026 20:05:08,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Warning 60%,Memory,36 Core,64.00 GB,199.40 GB,N/A,25.04 GB,38.96 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 60%
Used = 60.87%
ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
13:July:2026 21:05:08,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Warning 60%,Memory,36 Core,64.00 GB,199.40 GB,N/A,24.93 GB,39.07 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 60%
Used = 61.05%
ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
13:July:2026 22:05:08,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Warning 60%,Memory,36 Core,64.00 GB,199.40 GB,N/A,24.77 GB,39.23 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 60%
Used = 61.3%
ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
13:July:2026 23:05:08,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Warning 60%,Memory,36 Core,64.00 GB,199.40 GB,N/A,24.71 GB,39.29 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 60%
Used = 61.39%
ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
14:July:2026 00:05:08,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Warning 60%,Memory,36 Core,64.00 GB,199.40 GB,N/A,22.23 GB,41.77 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 60%
Used = 65.26%
ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
14:July:2026 00:06:23,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 65%,Memory,36 Core,64.00 GB,199.40 GB,N/A,21.77 GB,42.23 GB,"Windows Server Memory Usage 65% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 65%
  Used = 65.99% 
  ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
14:July:2026 00:11:23,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 65%,Memory,36 Core,64.00 GB,199.40 GB,N/A,22.39 GB,41.61 GB,"Windows Server Memory Usage 65% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 65%
  Used = 65.01% 
  ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
14:July:2026 00:23:38,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 65%,Memory,36 Core,64.00 GB,199.40 GB,N/A,22.38 GB,41.62 GB,"Windows Server Memory Usage 65% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 65%
  Used = 65.03% 
  ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
14:July:2026 00:28:38,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 65%,Memory,36 Core,64.00 GB,199.40 GB,N/A,22.40 GB,41.60 GB,"Windows Server Memory Usage 65% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 65%
  Used = 65% 
  ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
14:July:2026 00:31:23,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 65%,Memory,36 Core,64.00 GB,199.40 GB,N/A,22.37 GB,41.63 GB,"Windows Server Memory Usage 65% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 65%
  Used = 65.05% 
  ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
14:July:2026 01:03:53,LinuxServerMemoryUsage,CA,192.168.1.171,Rupeeseed-DB-server,LAMA,Warning 60%,Memory,16 Core,109.99 GB,99.95 GB,N/A,44.00 GB,65.99 GB,"Host out of memory Usage 60% - Group: LAMA, Instance: 192.168.1.171","Node memory is filling up (< 40% left)
  Available = 36.32% 
  ServerDetails = map[Asset:CA company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.1.171 job:Rupeeseed-DB-server]"
14:July:2026 01:04:51,LinuxServerRootDiskSpace,CA,192.168.176.155,Stoxkart-RupeeSeed-DR,LAMA,Critical 50%,Disk,16 Core,109.99 GB,317.34 GB,/,147.15 GB,170.19 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.155, Mountpoint: /","Disk usage is above 50%
Used = 53.63%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-root fstype:xfs group:LAMA instance:192.168.176.155 job:Stoxkart-RupeeSeed-DR mountpoint:/]"
14:July:2026 01:04:51,LinuxServerRootDiskSpace,CA,192.168.176.155,Stoxkart-RupeeSeed-DR,LAMA,Critical 50%,Disk,16 Core,109.99 GB,317.34 GB,/,147.15 GB,170.19 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.155, Mountpoint: /","Disk usage is above 50%
Used = 53.63%
Server Details = map[Asset:CA company:Stoxkart device:rootfs fstype:rootfs group:LAMA instance:192.168.176.155 job:Stoxkart-RupeeSeed-DR mountpoint:/]"
14:July:2026 01:05:08,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Warning 60%,Memory,36 Core,64.00 GB,199.40 GB,N/A,22.33 GB,41.67 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 60%
Used = 65.11%
ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
14:July:2026 01:10:53,LinuxServerRootDiskSpace,CA,192.168.176.155,Stoxkart-RupeeSeed-DR,LAMA,Warning 60%,Disk,16 Core,109.99 GB,317.34 GB,/,126.93 GB,190.40 GB,"LinuxServerRootDiskSpace Usage 60% - Group: LAMA, Instance: 192.168.176.155, Mountpoint: /","Disk is almost full (< 40% left)
  Available = 36.29GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-root fstype:xfs group:LAMA instance:192.168.176.155 job:Stoxkart-RupeeSeed-DR mountpoint:/]"
14:July:2026 01:10:53,LinuxServerRootDiskSpace,CA,192.168.176.155,Stoxkart-RupeeSeed-DR,LAMA,Warning 60%,Disk,16 Core,109.99 GB,317.34 GB,/,126.93 GB,190.40 GB,"LinuxServerRootDiskSpace Usage 60% - Group: LAMA, Instance: 192.168.176.155, Mountpoint: /","Disk is almost full (< 40% left)
  Available = 36.29GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:rootfs fstype:rootfs group:LAMA instance:192.168.176.155 job:Stoxkart-RupeeSeed-DR mountpoint:/]"
14:July:2026 01:13:38,LinuxServerRootDiskSpace,CA,192.168.176.155,Stoxkart-RupeeSeed-DR,LAMA,Critical 65%,Disk,16 Core,109.99 GB,317.34 GB,/,111.07 GB,206.27 GB,"LinuxServerRootDiskSpace Usage 65% - Group: LAMA, Instance: 192.168.176.155, Mountpoint: /","Disk is almost full (< 35% left)
  Available = 34.79GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:rootfs fstype:rootfs group:LAMA instance:192.168.176.155 job:Stoxkart-RupeeSeed-DR mountpoint:/]"
14:July:2026 01:13:38,LinuxServerRootDiskSpace,CA,192.168.176.155,Stoxkart-RupeeSeed-DR,LAMA,Critical 65%,Disk,16 Core,109.99 GB,317.34 GB,/,111.07 GB,206.27 GB,"LinuxServerRootDiskSpace Usage 65% - Group: LAMA, Instance: 192.168.176.155, Mountpoint: /","Disk is almost full (< 35% left)
  Available = 34.79GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-root fstype:xfs group:LAMA instance:192.168.176.155 job:Stoxkart-RupeeSeed-DR mountpoint:/]"
14:July:2026 01:31:23,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 65%,Memory,36 Core,64.00 GB,199.40 GB,N/A,22.27 GB,41.73 GB,"Windows Server Memory Usage 65% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 65%
  Used = 65.21% 
  ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
14:July:2026 01:33:38,LinuxServerRootDiskSpace,CA,192.168.176.155,Stoxkart-RupeeSeed-DR,LAMA,Critical 65%,Disk,16 Core,109.99 GB,317.34 GB,/,111.07 GB,206.27 GB,"LinuxServerRootDiskSpace Usage 65% - Group: LAMA, Instance: 192.168.176.155, Mountpoint: /","Disk is almost full (< 35% left)
  Available = 32.81GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:rootfs fstype:rootfs group:LAMA instance:192.168.176.155 job:Stoxkart-RupeeSeed-DR mountpoint:/]"
14:July:2026 01:33:38,LinuxServerRootDiskSpace,CA,192.168.176.155,Stoxkart-RupeeSeed-DR,LAMA,Critical 65%,Disk,16 Core,109.99 GB,317.34 GB,/,111.07 GB,206.27 GB,"LinuxServerRootDiskSpace Usage 65% - Group: LAMA, Instance: 192.168.176.155, Mountpoint: /","Disk is almost full (< 35% left)
  Available = 32.81GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-root fstype:xfs group:LAMA instance:192.168.176.155 job:Stoxkart-RupeeSeed-DR mountpoint:/]"
14:July:2026 01:34:51,LinuxServerRootDiskSpace,CA,192.168.176.155,Stoxkart-RupeeSeed-DR,LAMA,Critical 50%,Disk,16 Core,109.99 GB,317.34 GB,/,104.12 GB,213.22 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.155, Mountpoint: /","Disk usage is above 50%
Used = 67.19%
Server Details = map[Asset:CA company:Stoxkart device:rootfs fstype:rootfs group:LAMA instance:192.168.176.155 job:Stoxkart-RupeeSeed-DR mountpoint:/]"
14:July:2026 01:34:51,LinuxServerRootDiskSpace,CA,192.168.176.155,Stoxkart-RupeeSeed-DR,LAMA,Critical 50%,Disk,16 Core,109.99 GB,317.34 GB,/,104.12 GB,213.22 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.155, Mountpoint: /","Disk usage is above 50%
Used = 67.19%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-root fstype:xfs group:LAMA instance:192.168.176.155 job:Stoxkart-RupeeSeed-DR mountpoint:/]"
14:July:2026 01:35:53,LinuxServerRootDiskSpace,CA,192.168.176.155,Stoxkart-RupeeSeed-DR,LAMA,Warning 60%,Disk,16 Core,109.99 GB,317.34 GB,/,126.93 GB,190.40 GB,"LinuxServerRootDiskSpace Usage 60% - Group: LAMA, Instance: 192.168.176.155, Mountpoint: /","Disk is almost full (< 40% left)
  Available = 32.81GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:rootfs fstype:rootfs group:LAMA instance:192.168.176.155 job:Stoxkart-RupeeSeed-DR mountpoint:/]"
14:July:2026 01:35:53,LinuxServerRootDiskSpace,CA,192.168.176.155,Stoxkart-RupeeSeed-DR,LAMA,Warning 60%,Disk,16 Core,109.99 GB,317.34 GB,/,126.93 GB,190.40 GB,"LinuxServerRootDiskSpace Usage 60% - Group: LAMA, Instance: 192.168.176.155, Mountpoint: /","Disk is almost full (< 40% left)
  Available = 32.81GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-root fstype:xfs group:LAMA instance:192.168.176.155 job:Stoxkart-RupeeSeed-DR mountpoint:/]"
14:July:2026 02:03:53,LinuxServerMemoryUsage,CA,192.168.1.171,Rupeeseed-DB-server,LAMA,Warning 60%,Memory,16 Core,109.99 GB,99.95 GB,N/A,44.00 GB,65.99 GB,"Host out of memory Usage 60% - Group: LAMA, Instance: 192.168.1.171","Node memory is filling up (< 40% left)
  Available = 37.98% 
  ServerDetails = map[Asset:CA company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.1.171 job:Rupeeseed-DB-server]"
14:July:2026 02:05:08,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Warning 60%,Memory,36 Core,64.00 GB,199.40 GB,N/A,23.05 GB,40.95 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 60%
Used = 63.98%
ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
14:July:2026 03:03:53,LinuxServerMemoryUsage,CA,192.168.1.171,Rupeeseed-DB-server,LAMA,Warning 60%,Memory,16 Core,109.99 GB,99.95 GB,N/A,44.00 GB,65.99 GB,"Host out of memory Usage 60% - Group: LAMA, Instance: 192.168.1.171","Node memory is filling up (< 40% left)
  Available = 39.78% 
  ServerDetails = map[Asset:CA company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.1.171 job:Rupeeseed-DB-server]"
14:July:2026 03:04:21,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 50%,Disk,24 Core,94.24 GB,449.86 GB,/home,210.26 GB,239.59 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk usage is above 50%
Used = 53.26%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
14:July:2026 03:05:08,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Warning 60%,Memory,36 Core,64.00 GB,199.40 GB,N/A,23.03 GB,40.97 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 60%
Used = 64.01%
ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
14:July:2026 03:15:08,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Warning 60%,Disk,24 Core,94.24 GB,449.86 GB,/home,179.94 GB,269.91 GB,"LinuxServerRootDiskSpace Usage 60% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk is almost full (< 40% left)
  Available = 37.78GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
14:July:2026 03:40:08,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Warning 60%,Disk,24 Core,94.24 GB,449.86 GB,/home,179.94 GB,269.91 GB,"LinuxServerRootDiskSpace Usage 60% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk is almost full (< 40% left)
  Available = 35.51GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
14:July:2026 04:04:21,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 50%,Disk,24 Core,94.24 GB,449.86 GB,/home,223.40 GB,226.46 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk usage is above 50%
Used = 50.34%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
14:July:2026 04:05:08,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Warning 60%,Memory,36 Core,64.00 GB,199.40 GB,N/A,22.96 GB,41.04 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 60%
Used = 64.12%
ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
14:July:2026 05:04:21,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 50%,Disk,24 Core,94.24 GB,449.86 GB,/home,221.64 GB,228.21 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk usage is above 50%
Used = 50.73%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
14:July:2026 05:05:08,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Warning 60%,Memory,36 Core,64.00 GB,199.40 GB,N/A,22.85 GB,41.14 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 60%
Used = 64.29%
ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
14:July:2026 05:20:08,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Warning 60%,Memory,36 Core,64.00 GB,199.40 GB,N/A,22.87 GB,41.13 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 60%
Used = 64.27%
ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
14:July:2026 05:27:28,InstanceDown,CA,192.168.1.202,MDS-Rupeeseed-,Product-team,Critical - Instance Down,Stoxkart,N/A,N/A,147.88 GB,N/A,N/A,N/A,"Instance Down - Group: Product-team, instance: 192.168.1.202",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart group:Product-team instance:192.168.1.202 job:MDS-Rupeeseed-(MDF)]  GroupName = map[Asset:CA __name__:up company:Stoxkart group:Product-team instance:192.168.1.202 job:MDS-Rupeeseed-(MDF)] has been down for more than 1 minutes.
14:July:2026 05:32:28,InstanceDown,CA,192.168.1.202,MDS-Rupeeseed-,Product-team,Critical - Instance Down,Stoxkart,N/A,N/A,147.88 GB,N/A,N/A,N/A,"Instance Down - Group: Product-team, instance: 192.168.1.202",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart group:Product-team instance:192.168.1.202 job:MDS-Rupeeseed-(MDF)]  GroupName = map[Asset:CA __name__:up company:Stoxkart group:Product-team instance:192.168.1.202 job:MDS-Rupeeseed-(MDF)] has been down for more than 1 minutes.
