Date,Alert Name,Asset,Instance,Job,Group,Severity,Vital,CPU Core,Memory Total,Total Disk Size,Volume,Free,Used,Summary,Description
13:July:2026 06:45:28,InstanceDown,CA,192.168.1.226,Stoxkart-XTS,LAMA,Critical - Instance Down,Stoxkart,8 Core,23.53 GB,96.66 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.1.226",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.1.226 job:Stoxkart-XTS]  GroupName = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.1.226 job:Stoxkart-XTS] has been down for more than 1 minutes.
13:July:2026 06:50:28,InstanceDown,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical - Instance Down,Stoxkart,36 Core,64.00 GB,199.40 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.1.225",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]  GroupName = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS] has been down for more than 1 minutes.
13:July:2026 06:50:28,InstanceDown,CA,192.168.1.226,Stoxkart-XTS,LAMA,Critical - Instance Down,Stoxkart,8 Core,23.53 GB,96.66 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.1.226",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.1.226 job:Stoxkart-XTS]  GroupName = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.1.226 job:Stoxkart-XTS] has been down for more than 1 minutes.
13:July:2026 06:50:58,InstanceDown,CA,192.168.176.153,Stoxkart-RupeeSeed-DR,LAMA,Critical - Instance Down,Stoxkart,8 Core,31.24 GB,299.85 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.176.153",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.176.153 job:Stoxkart-RupeeSeed-DR]  GroupName = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.176.153 job:Stoxkart-RupeeSeed-DR] has been down for more than 1 minutes.
13:July:2026 06:52:51,WindowsServerDiskSpaceUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Critical 50%,Disk,16 Core,64.00 GB,299.98 GB,F:,128.72 GB,171.26 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.155, Drive: F:","Disk usage is above 50%
Used = 57.09%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer volume:F:]"
13:July:2026 06:57:54,WindowsServerDiskSpaceUsage,CA,192.168.1.144,Rupeeseed-Windows-server,LAMA,Critical 50%,Disk,N/A,N/A,146.48 GB,D:,70.69 GB,75.79 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.144, Drive: D:","Disk usage is above 50%
Used = 51.74%
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.1.144 job:Rupeeseed-Windows-server volume:D:]"
13:July:2026 07:09:28,InstanceDown,CA,192.168.1.159,Stoxkart-Odin-Manager,LAMA,Critical - Instance Down,Stoxkart-Moneywise,24 Core,62.26 GB,455.64 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.1.159",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.1.159 job:Stoxkart-Odin-Manager]  GroupName = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.1.159 job:Stoxkart-Odin-Manager] has been down for more than 1 minutes.
13:July:2026 07:12:52,LinuxServerRootDiskSpace,CA,192.168.176.155,Stoxkart-RupeeSeed-DR,LAMA,Critical 50%,Disk,16 Core,109.99 GB,317.34 GB,/,138.36 GB,178.98 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.155, Mountpoint: /","Disk usage is above 50%
Used = 56.4%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-root fstype:xfs group:LAMA instance:192.168.176.155 job:Stoxkart-RupeeSeed-DR mountpoint:/]"
13:July:2026 07:12:52,LinuxServerRootDiskSpace,CA,192.168.176.155,Stoxkart-RupeeSeed-DR,LAMA,Critical 50%,Disk,16 Core,109.99 GB,317.34 GB,/,138.36 GB,178.98 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.155, Mountpoint: /","Disk usage is above 50%
Used = 56.4%
Server Details = map[Asset:CA company:Stoxkart device:rootfs fstype:rootfs group:LAMA instance:192.168.176.155 job:Stoxkart-RupeeSeed-DR mountpoint:/]"
13:July:2026 07:28:22,WindowsServerDiskSpaceUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 50%,Disk,36 Core,64.00 GB,600.00 GB,D:,294.42 GB,305.58 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.225, Drive: D:","Disk usage is above 50%
Used = 50.93%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS volume:D:]"
13:July:2026 07:40:43,InstanceDown,CA,192.168.176.154,Stoxkart-RupeeSeed-DR,LAMA,Critical - Instance Down,Stoxkart,24 Core,78.49 GB,299.85 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.176.154",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.176.154 job:Stoxkart-RupeeSeed-DR]  GroupName = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.176.154 job:Stoxkart-RupeeSeed-DR] has been down for more than 1 minutes.
13:July:2026 07:42:51,WindowsServerDiskSpaceUsage,CA,192.168.176.158,LAMA-Stoxkart-XTS,LAMA,Critical 50%,Disk,24 Core,64.00 GB,600.00 GB,D:,288.30 GB,311.70 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.158, Drive: D:","Disk usage is above 50%
Used = 51.95%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.176.158 job:LAMA-Stoxkart-XTS volume:D:]"
13:July:2026 07:47:51,WindowsServerDiskSpaceUsage,CA,192.168.176.158,LAMA-Stoxkart-XTS,LAMA,Critical 50%,Disk,24 Core,64.00 GB,600.00 GB,D:,288.30 GB,311.70 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.158, Drive: D:","Disk usage is above 50%
Used = 51.95%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.176.158 job:LAMA-Stoxkart-XTS volume:D:]"
13:July:2026 07:50:58,InstanceDown,CA,192.168.176.153,Stoxkart-RupeeSeed-DR,LAMA,Critical - Instance Down,Stoxkart,8 Core,31.24 GB,299.85 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.176.153",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.176.153 job:Stoxkart-RupeeSeed-DR]  GroupName = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.176.153 job:Stoxkart-RupeeSeed-DR] has been down for more than 1 minutes.
13:July:2026 07:57:54,WindowsServerDiskSpaceUsage,CA,192.168.1.144,Rupeeseed-Windows-server,LAMA,Critical 50%,Disk,N/A,N/A,146.48 GB,D:,70.69 GB,75.79 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.144, Drive: D:","Disk usage is above 50%
Used = 51.74%
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.1.144 job:Rupeeseed-Windows-server volume:D:]"
13:July:2026 08:12:52,LinuxServerRootDiskSpace,CA,192.168.176.155,Stoxkart-RupeeSeed-DR,LAMA,Critical 50%,Disk,16 Core,109.99 GB,317.34 GB,/,138.36 GB,178.98 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.155, Mountpoint: /","Disk usage is above 50%
Used = 56.4%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-root fstype:xfs group:LAMA instance:192.168.176.155 job:Stoxkart-RupeeSeed-DR mountpoint:/]"
13:July:2026 08:12:52,LinuxServerRootDiskSpace,CA,192.168.176.155,Stoxkart-RupeeSeed-DR,LAMA,Critical 50%,Disk,16 Core,109.99 GB,317.34 GB,/,138.36 GB,178.98 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.155, Mountpoint: /","Disk usage is above 50%
Used = 56.4%
Server Details = map[Asset:CA company:Stoxkart device:rootfs fstype:rootfs group:LAMA instance:192.168.176.155 job:Stoxkart-RupeeSeed-DR mountpoint:/]"
13:July:2026 08:28:22,WindowsServerDiskSpaceUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 50%,Disk,36 Core,64.00 GB,600.00 GB,D:,294.24 GB,305.76 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.225, Drive: D:","Disk usage is above 50%
Used = 50.96%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS volume:D:]"
13:July:2026 08:40:43,InstanceDown,CA,192.168.176.154,Stoxkart-RupeeSeed-DR,LAMA,Critical - Instance Down,Stoxkart,24 Core,78.49 GB,299.85 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.176.154",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.176.154 job:Stoxkart-RupeeSeed-DR]  GroupName = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.176.154 job:Stoxkart-RupeeSeed-DR] has been down for more than 1 minutes.
13:July:2026 08:50:58,InstanceDown,CA,192.168.176.153,Stoxkart-RupeeSeed-DR,LAMA,Critical - Instance Down,Stoxkart,8 Core,31.24 GB,299.85 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.176.153",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.176.153 job:Stoxkart-RupeeSeed-DR]  GroupName = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.176.153 job:Stoxkart-RupeeSeed-DR] has been down for more than 1 minutes.
13:July:2026 08:57:54,WindowsServerDiskSpaceUsage,CA,192.168.1.144,Rupeeseed-Windows-server,LAMA,Critical 50%,Disk,N/A,N/A,146.48 GB,D:,70.69 GB,75.79 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.144, Drive: D:","Disk usage is above 50%
Used = 51.74%
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.1.144 job:Rupeeseed-Windows-server volume:D:]"
13:July:2026 09:12:52,LinuxServerRootDiskSpace,CA,192.168.176.155,Stoxkart-RupeeSeed-DR,LAMA,Critical 50%,Disk,16 Core,109.99 GB,317.34 GB,/,138.36 GB,178.98 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.155, Mountpoint: /","Disk usage is above 50%
Used = 56.4%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-root fstype:xfs group:LAMA instance:192.168.176.155 job:Stoxkart-RupeeSeed-DR mountpoint:/]"
13:July:2026 09:12:52,LinuxServerRootDiskSpace,CA,192.168.176.155,Stoxkart-RupeeSeed-DR,LAMA,Critical 50%,Disk,16 Core,109.99 GB,317.34 GB,/,138.36 GB,178.98 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.155, Mountpoint: /","Disk usage is above 50%
Used = 56.4%
Server Details = map[Asset:CA company:Stoxkart device:rootfs fstype:rootfs group:LAMA instance:192.168.176.155 job:Stoxkart-RupeeSeed-DR mountpoint:/]"
13:July:2026 09:13:22,WindowsServerDiskSpaceUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 50%,Disk,36 Core,64.00 GB,600.00 GB,D:,294.12 GB,305.88 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.225, Drive: D:","Disk usage is above 50%
Used = 50.98%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS volume:D:]"
13:July:2026 09:37:23,WindowsServerCpuUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Warning 60%,CPU,36 Core,64.00 GB,199.40 GB,N/A,N/A,62.73%,"Windows Server CPU Usage 60% - Group: LAMA, Instance: 192.168.1.225","CPU Usage is more than 60%
  Used = 62.73% 
  ServerDetails = map[group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]  GroupName = map[group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
13:July:2026 09:40:43,InstanceDown,CA,192.168.176.154,Stoxkart-RupeeSeed-DR,LAMA,Critical - Instance Down,Stoxkart,24 Core,78.49 GB,299.85 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.176.154",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.176.154 job:Stoxkart-RupeeSeed-DR]  GroupName = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.176.154 job:Stoxkart-RupeeSeed-DR] has been down for more than 1 minutes.
13:July:2026 09:42:23,WindowsServerCpuUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Warning 60%,CPU,36 Core,64.00 GB,199.40 GB,N/A,N/A,62.73%,"Windows Server CPU Usage 60% - Group: LAMA, Instance: 192.168.1.225","CPU Usage is more than 60%
  Used = 62.73% 
  ServerDetails = map[group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]  GroupName = map[group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
13:July:2026 09:45:43,InstanceDown,CA,192.168.176.154,Stoxkart-RupeeSeed-DR,LAMA,Critical - Instance Down,Stoxkart,24 Core,78.49 GB,299.85 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.176.154",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.176.154 job:Stoxkart-RupeeSeed-DR]  GroupName = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.176.154 job:Stoxkart-RupeeSeed-DR] has been down for more than 1 minutes.
13:July:2026 09:45:58,InstanceDown,CA,192.168.176.153,Stoxkart-RupeeSeed-DR,LAMA,Critical - Instance Down,Stoxkart,8 Core,31.24 GB,299.85 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.176.153",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.176.153 job:Stoxkart-RupeeSeed-DR]  GroupName = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.176.153 job:Stoxkart-RupeeSeed-DR] has been down for more than 1 minutes.
13:July:2026 09:57:54,WindowsServerDiskSpaceUsage,CA,192.168.1.144,Rupeeseed-Windows-server,LAMA,Critical 50%,Disk,N/A,N/A,146.48 GB,D:,70.69 GB,75.79 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.144, Drive: D:","Disk usage is above 50%
Used = 51.74%
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.1.144 job:Rupeeseed-Windows-server volume:D:]"
13:July:2026 10:02:54,WindowsServerDiskSpaceUsage,CA,192.168.1.144,Rupeeseed-Windows-server,LAMA,Critical 50%,Disk,N/A,N/A,146.48 GB,D:,70.69 GB,75.79 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.144, Drive: D:","Disk usage is above 50%
Used = 51.74%
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.1.144 job:Rupeeseed-Windows-server volume:D:]"
13:July:2026 10:12:52,LinuxServerRootDiskSpace,CA,192.168.176.155,Stoxkart-RupeeSeed-DR,LAMA,Critical 50%,Disk,16 Core,109.99 GB,317.34 GB,/,137.82 GB,179.52 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.155, Mountpoint: /","Disk usage is above 50%
Used = 56.57%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-root fstype:xfs group:LAMA instance:192.168.176.155 job:Stoxkart-RupeeSeed-DR mountpoint:/]"
13:July:2026 10:12:52,LinuxServerRootDiskSpace,CA,192.168.176.155,Stoxkart-RupeeSeed-DR,LAMA,Critical 50%,Disk,16 Core,109.99 GB,317.34 GB,/,137.82 GB,179.52 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.155, Mountpoint: /","Disk usage is above 50%
Used = 56.57%
Server Details = map[Asset:CA company:Stoxkart device:rootfs fstype:rootfs group:LAMA instance:192.168.176.155 job:Stoxkart-RupeeSeed-DR mountpoint:/]"
13:July:2026 11:00:08,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Warning 60%,Memory,36 Core,64.00 GB,199.40 GB,N/A,25.56 GB,38.44 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 60%
Used = 60.06%
ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
13:July:2026 12:00:08,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Warning 60%,Memory,36 Core,64.00 GB,199.40 GB,N/A,24.85 GB,39.15 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 60%
Used = 61.17%
ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
13:July:2026 12:46:06,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 50%,Disk,24 Core,94.24 GB,449.86 GB,/home,224.57 GB,225.29 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk usage is above 50%
Used = 50.08%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
13:July:2026 13:00:08,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Warning 60%,Memory,36 Core,64.00 GB,199.40 GB,N/A,24.11 GB,39.88 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 60%
Used = 62.32%
ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
13:July:2026 13:46:06,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 50%,Disk,24 Core,94.24 GB,449.86 GB,/home,210.67 GB,239.19 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk usage is above 50%
Used = 53.17%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
13:July:2026 14:05:08,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Warning 60%,Memory,36 Core,64.00 GB,199.40 GB,N/A,23.43 GB,40.57 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 60%
Used = 63.39%
ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
13:July:2026 14:46:06,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 50%,Disk,24 Core,94.24 GB,449.86 GB,/home,199.42 GB,250.44 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk usage is above 50%
Used = 55.67%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
13:July:2026 15:05:08,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Warning 60%,Memory,36 Core,64.00 GB,199.40 GB,N/A,22.77 GB,41.23 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 60%
Used = 64.42%
ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
13:July:2026 15:41:53,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 65%,Memory,36 Core,64.00 GB,199.40 GB,N/A,22.35 GB,41.64 GB,"Windows Server Memory Usage 65% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 65%
  Used = 65.07% 
  ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
13:July:2026 15:46:06,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 50%,Disk,24 Core,94.24 GB,449.86 GB,/home,191.01 GB,258.85 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk usage is above 50%
Used = 57.54%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
13:July:2026 15:46:53,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 65%,Memory,36 Core,64.00 GB,199.40 GB,N/A,22.37 GB,41.63 GB,"Windows Server Memory Usage 65% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 65%
  Used = 65.05% 
  ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
13:July:2026 16:05:08,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Warning 60%,Memory,36 Core,64.00 GB,199.40 GB,N/A,22.43 GB,41.57 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 60%
Used = 64.96%
ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
13:July:2026 16:26:38,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 65%,Memory,36 Core,64.00 GB,199.40 GB,N/A,22.39 GB,41.61 GB,"Windows Server Memory Usage 65% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 65%
  Used = 65.02% 
  ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
13:July:2026 16:31:38,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 65%,Memory,36 Core,64.00 GB,199.40 GB,N/A,22.38 GB,41.62 GB,"Windows Server Memory Usage 65% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 65%
  Used = 65.03% 
  ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
13:July:2026 16:35:08,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 65%,Memory,36 Core,64.00 GB,199.40 GB,N/A,22.36 GB,41.64 GB,"Windows Server Memory Usage 65% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 65%
  Used = 65.06% 
  ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
13:July:2026 16:40:08,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 65%,Memory,36 Core,64.00 GB,199.40 GB,N/A,22.36 GB,41.64 GB,"Windows Server Memory Usage 65% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 65%
  Used = 65.06% 
  ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
13:July:2026 16:44:08,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 65%,Memory,36 Core,64.00 GB,199.40 GB,N/A,22.37 GB,41.63 GB,"Windows Server Memory Usage 65% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 65%
  Used = 65.05% 
  ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
13:July:2026 16:46:06,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 50%,Disk,24 Core,94.24 GB,449.86 GB,/home,192.85 GB,257.00 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk usage is above 50%
Used = 57.13%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
13:July:2026 16:49:08,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 65%,Memory,36 Core,64.00 GB,199.40 GB,N/A,22.36 GB,41.64 GB,"Windows Server Memory Usage 65% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 65%
  Used = 65.06% 
  ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
13:July:2026 16:50:08,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 65%,Memory,36 Core,64.00 GB,199.40 GB,N/A,22.39 GB,41.61 GB,"Windows Server Memory Usage 65% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 65%
  Used = 65.02% 
  ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
13:July:2026 16:55:08,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 65%,Memory,36 Core,64.00 GB,199.40 GB,N/A,22.39 GB,41.61 GB,"Windows Server Memory Usage 65% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 65%
  Used = 65.02% 
  ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
13:July:2026 16:55:53,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 65%,Memory,36 Core,64.00 GB,199.40 GB,N/A,22.36 GB,41.64 GB,"Windows Server Memory Usage 65% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 65%
  Used = 65.06% 
  ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
13:July:2026 17:00:53,WindowsServerMemoryUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 65%,Memory,36 Core,64.00 GB,199.40 GB,N/A,22.37 GB,41.63 GB,"Windows Server Memory Usage 65% - Group: LAMA, Instance: 192.168.1.225","Memory usage is more than 65%
  Used = 65.05% 
  ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS]"
